tms_acc,x_acc,y_acc,z_acc,tms_gyr,x_gyr,y_gyr,z_gyr,tms_mag,x_mag,y_mag,z_mag,tms_ori,yaw,pitch,roll,blockID,testID,freq
20230915-14:06:12.628,9.016563,2.8862102,-3.5003228,20230915-14:06:12.647,-0.7992408,0.34246632,-0.25503623,20230915-14:06:12.451,-43.395,2.8875,-1.7325,20230915-14:06:12.221,-1.2537497,-0.09066068,-2.2292488,86907,1,100
20230915-14:06:12.638,8.706514,2.48159,-2.6779146,20230915-14:06:12.656,-0.8969793,0.5941428,-0.3100141,20230915-14:06:12.460,-43.395,2.8875,-1.7325,20230915-14:06:12.232,-1.3346502,-0.06804071,-2.238927,86907,1,100
20230915-14:06:12.648,8.508993,2.1751323,-2.5234885,20230915-14:06:12.667,-0.9330203,0.7682394,-0.3295618,20230915-14:06:12.471,-42.855,3.7875,-9.3075,20230915-14:06:12.249,-1.4022832,-0.03640334,-2.2780557,86907,1,100
20230915-14:06:12.657,8.317456,1.8243817,-2.6755204,20230915-14:06:12.679,-0.87254465,0.8452084,-0.30940324,20230915-14:06:12.480,-42.855,3.7875,-9.3075,20230915-14:06:12.260,-1.3511983,-0.034617733,-2.224411,86907,1,100
20230915-14:06:12.668,8.194156,1.6567876,-2.7760768,20230915-14:06:12.697,-0.48098,0.7841219,-0.1151481,20230915-14:06:12.491,-43.7025,4.2675,-9.63,20230915-14:06:12.271,-1.3891532,-0.034840833,-2.2312455,86907,1,100
20230915-14:06:12.680,8.135497,1.6903064,-2.5115175,20230915-14:06:12.708,-0.28550315,0.5764277,-0.025350908,20230915-14:06:12.502,-43.7025,4.2675,-9.63,20230915-14:06:12.281,-1.4133987,-0.018224295,-2.2211967,86907,1,100
20230915-14:06:12.699,8.874108,1.9812019,-3.3985693,20230915-14:06:12.718,-0.20059288,0.28932106,0.0070249503,20230915-14:06:12.512,-43.5375,3.3,-17.115,20230915-14:06:12.291,-1.41401,-0.019139813,-2.2433834,86907,1,100
20230915-14:06:12.708,9.514558,2.03148,-4.818331,20230915-14:06:12.728,-0.23419046,-0.010002919,-0.016187929,20230915-14:06:12.521,-43.5375,3.3,-17.115,20230915-14:06:12.301,-1.4647913,0.012432586,-2.2698298,86907,1,100
20230915-14:06:12.719,10.024523,2.1523874,-5.959168,20230915-14:06:12.737,-0.30321825,-0.24274258,-0.06078109,20230915-14:06:12.532,-42.517498,2.925,-10.215,20230915-14:06:12.311,-1.4011383,-0.043510105,-2.2083974,86907,1,100
20230915-14:06:12.728,10.061633,2.3475149,-5.6563015,20230915-14:06:12.748,-0.3667482,-0.3478114,-0.09315695,20230915-14:06:12.550,-42.39,3.2324998,-11.415,20230915-14:06:12.321,-1.4265552,-0.025476735,-2.2650445,86907,1,100
20230915-14:06:12.739,9.414001,2.3810337,-4.6124296,20230915-14:06:12.759,-0.43088907,-0.3600287,-0.11575896,20230915-14:06:12.560,-42.39,3.2324998,-11.415,20230915-14:06:12.331,-1.4013007,-0.04286109,-2.211666,86907,1,100
20230915-14:06:12.748,8.677784,2.0350714,-3.9073372,20230915-14:06:12.777,-0.55611646,-0.22930354,-0.15485434,20230915-14:06:12.571,-42.9225,3.2475,-11.309999,20230915-14:06:12.341,-1.426901,-0.018311648,-2.239102,86907,1,100
20230915-14:06:12.759,7.93199,1.6962919,-3.3602622,20230915-14:06:12.788,-0.5933792,-0.1474476,-0.17012598,20230915-14:06:12.590,-43.11,3.5475,-9.6375,20230915-14:06:12.351,-1.428896,-0.012747417,-2.2191284,86907,1,100
20230915-14:06:12.768,7.326257,1.5658079,-3.0669725,20230915-14:06:12.798,-0.6062074,-0.059483003,-0.17379116,20230915-14:06:12.600,-43.11,3.5475,-9.6375,20230915-14:06:12.361,-1.4418211,-0.009664685,-2.26816,86907,1,100
20230915-14:06:12.779,6.847417,1.4544775,-2.8790276,20230915-14:06:12.808,-0.60376394,0.030314188,-0.17989981,20230915-14:06:12.609,-43.41,3.4424999,-15.277499,20230915-14:06:12.371,-1.3511907,-0.027882257,-2.227287,86907,1,100
20230915-14:06:12.788,6.4631476,1.3694834,-2.7401638,20230915-14:06:12.828,-0.6727917,0.06269005,-0.25320363,20230915-14:06:12.620,-43.41,3.4424999,-15.277499,20230915-14:06:12.381,-1.3307629,-0.02945796,-2.1768634,86907,1,100
20230915-14:06:12.808,6.5684924,1.543063,-3.1040826,20230915-14:06:12.838,-0.7289913,-0.020387627,-0.28130344,20230915-14:06:12.630,-43.635,3.1425,-10.5975,20230915-14:06:12.391,-1.3815656,-0.0109602325,-2.131276,86907,1,100
20230915-14:06:12.828,7.4615297,2.1284454,-4.5034933,20230915-14:06:12.856,-0.56894463,-0.23052527,-0.2415972,20230915-14:06:12.640,-43.635,3.1425,-10.5975,20230915-14:06:12.402,-1.3603809,-0.011866822,-2.075931,86907,1,100
20230915-14:06:12.838,7.690176,2.134431,-3.8007953,20230915-14:06:12.867,-0.2054798,-0.317879,0.0015271631,20230915-14:06:12.649,-43.942497,3.7275,-6.8399997,20230915-14:06:12.420,-1.4492733,0.055631757,-2.0726454,86907,1,100
20230915-14:06:12.848,7.3442135,2.1775265,-3.1172507,20230915-14:06:12.878,-0.17493653,-0.31543553,0.067500606,20230915-14:06:12.660,-43.942497,3.7275,-6.8399997,20230915-14:06:12.431,-1.5000446,0.054854877,-2.0575857,86907,1,100
20230915-14:06:12.857,7.445967,2.3894134,-3.2094274,20230915-14:06:12.888,-0.21708624,-0.28672487,0.09621128,20230915-14:06:12.671,-43.2525,2.6924999,-7.5449996,20230915-14:06:12.441,-1.4736606,0.040542774,-2.049621,86907,1,100
20230915-14:06:12.868,7.8876977,2.6324248,-3.7181952,20230915-14:06:12.897,-0.2598468,-0.23663393,0.11636983,20230915-14:06:12.680,-43.2525,2.6924999,-7.5449996,20230915-14:06:12.451,-1.5371689,0.05725373,-2.0649705,86907,1,100
20230915-14:06:12.878,8.157045,2.7497406,-4.0342298,20230915-14:06:12.908,-0.27634016,-0.15050192,0.1414153,20230915-14:06:12.691,-43.0275,2.8425,-8.2725,20230915-14:06:12.461,-1.5653422,0.0757883,-2.1116066,86907,1,100
20230915-14:06:12.888,8.222886,2.7042508,-3.8762126,20230915-14:06:12.918,-0.24152085,-0.050320026,0.18478674,20230915-14:06:12.700,-43.0275,2.8425,-8.2725,20230915-14:06:12.471,-1.5181067,0.06849199,-2.0876844,86907,1,100
20230915-14:06:12.899,8.171411,2.48159,-3.6762967,20230915-14:06:12.928,-0.16271923,0.05169447,0.23243423,20230915-14:06:12.711,-43.26,2.4225,-7.0575,20230915-14:06:12.481,-1.5201828,0.070143014,-2.069152,86907,1,100
20230915-14:06:12.908,7.988254,2.2900538,-3.3315318,20230915-14:06:12.937,-0.119347796,0.17081319,0.26236662,20230915-14:06:12.720,-43.26,2.4225,-7.0575,20230915-14:06:12.491,-1.4850281,0.0513219,-2.073102,86907,1,100
20230915-14:06:12.919,7.7344685,2.220622,-3.0430303,20230915-14:06:12.958,-0.20059288,0.39255726,0.20922135,20230915-14:06:12.731,-43.6725,3.57,-6.4575,20230915-14:06:12.502,-1.4651389,0.034404755,-2.065465,86907,1,100
20230915-14:06:12.937,7.9691005,2.5378537,-3.9707835,20230915-14:06:12.968,-0.2561816,0.4628068,0.1695151,20230915-14:06:12.742,-43.6725,3.57,-6.4575,20230915-14:06:12.512,-1.5052972,0.03217463,-2.0460145,86907,1,100
20230915-14:06:12.948,8.319851,2.7808652,-4.477157,20230915-14:06:12.988,-0.29772046,0.53549975,0.11575896,20230915-14:06:12.752,-43.4925,3.165,-7.83,20230915-14:06:12.522,-1.5179466,0.046586603,-2.0267954,86907,1,100
20230915-14:06:12.958,8.572439,2.954445,-4.80636,20230915-14:06:12.998,-0.2897792,0.51839554,0.09865474,20230915-14:06:12.772,-43.094997,2.985,-6.8325,20230915-14:06:12.533,-1.5029861,0.032915324,-1.972171,86907,1,100
20230915-14:06:12.968,8.804677,3.1747115,-5.011064,20230915-14:06:13.008,-0.28672487,0.479911,0.089491755,20230915-14:06:12.791,-43.5075,3.405,-7.9275,20230915-14:06:12.548,-1.3608562,-0.047397457,-1.8649012,86907,1,100
20230915-14:06:12.977,9.065644,3.3973722,-5.1547165,20230915-14:06:13.017,-0.2775619,0.425544,0.0870483,20230915-14:06:12.811,-43.425,2.79,-8.3175,20230915-14:06:12.558,-1.2434806,-0.11824465,-1.8470078,86907,1,100
20230915-14:06:12.988,9.396045,3.4823663,-5.415684,20230915-14:06:13.028,-0.25251642,0.40172026,0.10903945,20230915-14:06:12.831,-43.267498,3.0449998,-7.5975,20230915-14:06:12.569,-1.1283917,-0.20099331,-1.8474147,86907,1,100
20230915-14:06:13.000,9.647436,3.4979286,-5.66109,20230915-14:06:13.039,-0.2213623,0.40538543,0.14385876,20230915-14:06:12.840,-43.267498,3.0449998,-7.5975,20230915-14:06:12.580,-1.0825207,-0.2533613,-1.8749485,86907,1,100
20230915-14:06:13.020,9.297882,3.2321723,-5.711368,20230915-14:06:13.048,-0.2054798,0.425544,0.18173242,20230915-14:06:12.851,-43.155,2.745,-7.7174997,20230915-14:06:12.590,-1.0624962,-0.2899507,-1.9481913,86907,1,100
20230915-14:06:13.039,8.628703,3.120842,-5.687426,20230915-14:06:13.059,-0.1877647,0.4695263,0.21166481,20230915-14:06:12.871,-43.8675,2.7975,-7.3275,20230915-14:06:12.600,-1.0405169,-0.3133175,-1.9504521,86907,1,100
20230915-14:06:13.049,8.579621,3.5781345,-5.4288526,20230915-14:06:13.068,-0.16699529,0.5238933,0.23182335,20230915-14:06:12.880,-43.8675,2.7975,-7.3275,20230915-14:06:12.610,-1.1061141,-0.33590454,-1.9320486,86907,1,100
20230915-14:06:13.068,9.301474,4.296395,-4.8338933,20230915-14:06:13.079,-0.15355626,0.5617669,0.18600847,20230915-14:06:12.891,-43.215,2.415,-9.3375,20230915-14:06:12.620,-1.115474,-0.33673707,-1.9458282,86907,1,100
20230915-14:06:13.080,10.79785,4.80636,-4.3981485,20230915-14:06:13.089,-0.18837558,0.5953645,0.044898596,20230915-14:06:12.902,-43.215,2.415,-9.3375,20230915-14:06:12.630,-1.0852429,-0.28999183,-1.941098,86907,1,100
20230915-14:06:13.100,14.037205,5.9519854,-3.8594532,20230915-14:06:13.108,-0.3930154,0.7737372,-0.33261612,20230915-14:06:12.912,-43.4025,2.9775,-9.345,20230915-14:06:12.640,-1.049768,-0.26597676,-1.8691889,86907,1,100
20230915-14:06:13.120,14.925453,5.052963,-4.325125,20230915-14:06:13.119,-0.31910074,0.7523569,-0.4718934,20230915-14:06:12.931,-43.605,3.06,-7.4624996,20230915-14:06:12.650,-0.96539986,-0.24033993,-1.8591008,86907,1,100
20230915-14:06:13.140,11.7303915,2.268506,-3.8726213,20230915-14:06:13.137,0.44203737,-0.18287778,-0.22937989,20230915-14:06:12.950,-44.04,3.585,-7.5899997,20230915-14:06:12.660,-1.0381303,-0.20584881,-1.8820182,86907,1,100
20230915-14:06:13.151,10.5680065,2.9388826,-1.8590976,20230915-14:06:13.148,0.80122614,-0.6446919,0.014966198,20230915-14:06:12.960,-44.04,3.585,-7.5899997,20230915-14:06:12.671,-1.1309521,-0.18920924,-1.8974475,86907,1,100
20230915-14:06:13.168,9.1255,3.4739866,-1.0666169,20230915-14:06:13.159,0.9899835,-0.898201,0.16035213,20230915-14:06:12.971,-43.575,3.51,-8.4225,20230915-14:06:12.681,-1.0963379,-0.19597651,-1.8702255,86907,1,100
20230915-14:06:13.180,8.526949,2.7724855,-0.91338795,20230915-14:06:13.168,0.9905943,-1.1193342,0.18600847,20230915-14:06:12.980,-43.575,3.51,-8.4225,20230915-14:06:12.691,-1.0794652,-0.20969926,-1.8626009,86907,1,100
20230915-14:06:13.200,8.08881,0.5506664,0.8858546,20230915-14:06:13.180,0.8806386,-1.2396747,0.12675454,20230915-14:06:12.991,-43.605,3.0525,-8.235,20230915-14:06:12.701,-1.148711,-0.20554529,-1.9365412,86907,1,100
20230915-14:06:13.220,8.523358,-1.6184803,1.9033904,20230915-14:06:13.198,0.47624582,-0.90430963,0.0070249503,20230915-14:06:13.000,-43.605,3.0525,-8.235,20230915-14:06:12.711,-1.2354889,-0.18822545,-2.0395641,86907,1,100
20230915-14:06:13.239,9.5492735,-2.5510218,1.5885528,20230915-14:06:13.208,0.3656792,-0.435776,-0.005192355,20230915-14:06:13.012,-43.545,3.0974998,-8.7825,20230915-14:06:12.721,-1.2785158,-0.18251,-2.1071317,86907,1,100
20230915-14:06:13.248,10.068815,-2.3020248,0.047884032,20230915-14:06:13.220,0.3748422,0.07002043,0.061391957,20230915-14:06:13.032,-43.4025,3.2024999,-9.1125,20230915-14:06:12.731,-1.2017337,-0.20064288,-2.0829315,86907,1,100
20230915-14:06:13.259,10.739192,-1.3838485,-2.2146366,20230915-14:06:13.238,0.69737905,0.8274933,0.3662137,20230915-14:06:13.041,-43.4025,3.2024999,-9.1125,20230915-14:06:12.742,-1.1386046,-0.22333904,-2.026375,86907,1,100
20230915-14:06:13.279,11.692084,0.24660277,-5.674258,20230915-14:06:13.248,0.9203448,1.0889436,0.55680364,20230915-14:06:13.052,-43.4025,3.0974998,-9.5025,20230915-14:06:12.753,-1.165805,-0.21066508,-1.993874,86907,1,100
20230915-14:06:13.288,11.318588,0.1340753,-5.6826377,20230915-14:06:13.259,1.1475867,1.1091022,0.75228053,20230915-14:06:13.072,-43.4025,3.0974998,-9.3975,20230915-14:06:12.769,-1.1663569,-0.19465132,-1.967257,86907,1,100
20230915-14:06:13.300,10.448297,-0.11971009,-4.8506527,20230915-14:06:13.278,1.3112986,0.489074,0.93676186,20230915-14:06:13.092,-43.4025,3.0974998,-9.3,20230915-14:06:12.779,-1.15871,-0.19336234,-1.9688107,86907,1,100
20230915-14:06:13.319,8.467094,-0.21547815,-3.1411927,20230915-14:06:13.288,1.209895,-0.0045051314,0.9221011,20230915-14:06:13.112,-43.4025,3.0974998,-9.0,20230915-14:06:12.789,-1.1618565,-0.19266263,-1.971792,86907,1,100
20230915-14:06:13.328,7.6363063,0.18195933,-2.5031378,20230915-14:06:13.299,1.0858893,-0.44310638,0.88239485,20230915-14:06:13.123,-43.4025,3.0974998,-9.0,20230915-14:06:12.800,-1.1668954,-0.19956258,-1.9857321,86907,1,100
20230915-14:06:13.339,7.3047094,0.46208093,-1.3706805,20230915-14:06:13.308,1.0009791,-0.80046254,0.8347474,20230915-14:06:13.142,-43.59,3.3975,-11.3775,20230915-14:06:12.811,-1.1996398,-0.20928632,-2.0122614,86907,1,100
20230915-14:06:13.348,6.83784,0.47285482,-0.48602295,20230915-14:06:13.328,0.8702539,-1.1865294,0.7620544,20230915-14:06:13.160,-43.5225,3.225,-9.33,20230915-14:06:12.828,-1.2291578,-0.23953162,-2.1138306,86907,1,100
20230915-14:06:13.359,6.727707,0.29807812,0.23463176,20230915-14:06:13.337,0.80489135,-1.2580006,0.75228053,20230915-14:06:13.172,-43.545,3.195,-9.202499,20230915-14:06:12.838,-1.1538448,-0.24386916,-2.0298257,86907,1,100
20230915-14:06:13.368,6.587646,0.017956512,0.7230489,20230915-14:06:13.348,0.77984583,-1.1944706,0.7180721,20230915-14:06:13.192,-43.5,3.0674999,-9.4875,20230915-14:06:12.848,-1.0842105,-0.26643887,-1.972201,86907,1,100
20230915-14:06:13.380,6.5744777,-0.46447513,0.81881696,20230915-14:06:13.358,0.78290015,-1.002659,0.68875057,20230915-14:06:13.201,-43.5,3.0674999,-9.4875,20230915-14:06:12.858,-1.078207,-0.28657916,-1.9777625,86907,1,100
20230915-14:06:13.400,7.2939353,-1.7274165,0.21188685,20230915-14:06:13.368,0.8140543,-0.72654784,0.6569856,20230915-14:06:13.222,-43.5975,3.0974998,-9.0975,20230915-14:06:12.868,-1.0987643,-0.2931797,-2.0112965,86907,1,100
20230915-14:06:13.420,9.416395,-1.7166426,-2.6324248,20230915-14:06:13.377,0.8635344,-0.37346774,0.636827,20230915-14:06:13.240,-43.5975,3.0974998,-9.0975,20230915-14:06:12.878,-1.1039456,-0.29344177,-2.0300906,86907,1,100
20230915-14:06:13.439,10.556035,-1.2521675,-3.681085,20230915-14:06:13.388,0.92950785,0.01198823,0.6203337,20230915-14:06:13.252,-43.515,3.1575,-9.615,20230915-14:06:12.888,-1.0934163,-0.28913808,-2.0112977,86907,1,100
20230915-14:06:13.449,10.8182,-0.7769185,-6.2105594,20230915-14:06:13.400,1.0003682,0.41088325,0.61178154,20230915-14:06:13.271,-43.4475,3.24,-10.035,20230915-14:06:12.899,-1.14753,-0.27018163,-1.993565,86907,1,100
20230915-14:06:13.470,9.563639,-0.5566519,-7.21373,20230915-14:06:13.420,1.12865,1.0107529,0.66614854,20230915-14:06:13.280,-43.4475,3.24,-10.035,20230915-14:06:12.909,-1.1396128,-0.2586618,-1.9659172,86907,1,100
20230915-14:06:13.480,8.77834,-0.14724341,-6.5002575,20230915-14:06:13.438,1.159804,1.0803915,0.6948592,20230915-14:06:13.292,-43.379997,3.645,-10.605,20230915-14:06:12.919,-1.1030803,-0.26107475,-1.9456326,86907,1,100
20230915-14:06:13.500,7.502231,0.092176765,-3.2118216,20230915-14:06:13.448,1.1402563,0.887969,0.6270532,20230915-14:06:13.302,-43.379997,3.645,-10.605,20230915-14:06:12.931,-1.093222,-0.26199812,-1.981026,86907,1,100
20230915-14:06:13.510,6.969521,-0.08020575,-1.8183962,20230915-14:06:13.459,1.0742829,0.5483279,0.5305365,20230915-14:06:13.312,-43.4025,3.9375,-10.8825,20230915-14:06:12.948,-1.1320758,-0.28625008,-2.0644803,86907,1,100
20230915-14:06:13.531,6.167464,-0.5734113,-0.2681506,20230915-14:06:13.470,0.7706829,-0.38935024,0.25320363,20230915-14:06:13.331,-43.68,4.7325,-15.3375,20230915-14:06:12.958,-1.1259441,-0.2920235,-2.081799,86907,1,100
20230915-14:06:13.548,6.3697734,-0.8822633,-0.7733272,20230915-14:06:13.480,0.5623778,-0.7741953,0.112704635,20230915-14:06:13.340,-43.68,4.7325,-15.3375,20230915-14:06:12.968,-1.1198078,-0.30367932,-2.088213,86907,1,100
20230915-14:06:13.568,7.6243353,-1.0642227,-3.1890767,20230915-14:06:13.497,0.30886874,-1.2237922,-0.14263703,20230915-14:06:13.352,-43.545,5.0099998,-11.287499,20230915-14:06:12.978,-1.125298,-0.31493053,-2.0878067,86907,1,100
20230915-14:06:13.579,8.306683,-1.2030864,-4.7764325,20230915-14:06:13.508,0.25755605,-1.1229994,-0.2519819,20230915-14:06:13.371,-43.8525,5.1675,-9.0824995,20230915-14:06:12.989,-1.1330916,-0.31070194,-2.0936666,86907,1,100
20230915-14:06:13.598,9.642648,-2.4947581,-6.329072,20230915-14:06:13.519,0.24045183,-0.8621599,-0.3491095,20230915-14:06:13.380,-43.8525,5.1675,-9.0824995,20230915-14:06:13.000,-1.1546007,-0.30307886,-2.1014514,86907,1,100
20230915-14:06:13.608,10.710462,-3.1531637,-5.6778493,20230915-14:06:13.529,0.25572348,-0.4815909,-0.42058071,20230915-14:06:13.392,-43.7175,5.7075,-9.315,20230915-14:06:13.012,-1.178352,-0.29504243,-2.1164644,86907,1,100
20230915-14:06:13.620,11.129447,-3.6990416,-5.1607018,20230915-14:06:13.548,0.43104178,0.4182136,-0.47555858,20230915-14:06:13.403,-43.7175,5.7075,-9.315,20230915-14:06:13.029,-1.1952173,-0.28426692,-2.1288044,86907,1,100
20230915-14:06:13.639,10.365696,-2.1380222,-4.981137,20230915-14:06:13.568,0.7083746,1.0999392,-0.4859433,20230915-14:06:13.422,-43.4475,5.8575,-9.5025,20230915-14:06:13.039,-1.2042036,-0.29327568,-2.1535623,86907,1,100
20230915-14:06:13.648,10.431537,-1.388637,-4.699818,20230915-14:06:13.577,0.824439,1.2593751,-0.49571714,20230915-14:06:13.432,-43.3425,5.9249997,-13.215,20230915-14:06:13.050,-1.1565021,-0.33883196,-2.1349573,86907,1,100
20230915-14:06:13.659,9.947908,-1.0761937,-4.361038,20230915-14:06:13.598,0.8348237,1.0932198,-0.47555858,20230915-14:06:13.451,-43.2225,6.165,-10.304999,20230915-14:06:13.061,-1.1232767,-0.36950523,-2.1087346,86907,1,100
20230915-14:06:13.668,9.375694,-0.90021986,-4.2880154,20230915-14:06:13.619,0.60513836,0.52816933,-0.40958515,20230915-14:06:13.460,-43.2225,6.165,-10.304999,20230915-14:06:13.072,-1.0616406,-0.38897863,-2.0500724,86907,1,100
20230915-14:06:13.679,8.956709,-0.9504981,-4.5046906,20230915-14:06:13.638,0.53549975,0.09628764,-0.3387248,20230915-14:06:13.472,-43.23,6.33,-10.1325,20230915-14:06:13.090,-0.91801244,-0.3955084,-1.8995706,86907,1,100
20230915-14:06:13.689,8.4647,-1.2892777,-5.0242324,20230915-14:06:13.648,0.51839554,0.0052687125,-0.23304509,20230915-14:06:13.492,-43.3125,6.4424996,-9.9225,20230915-14:06:13.101,-0.855932,-0.3881066,-1.839111,86907,1,100
20230915-14:06:13.700,8.1163435,-1.875857,-5.566519,20230915-14:06:13.657,0.48846313,0.02115121,-0.16829337,20230915-14:06:13.502,-43.3125,6.4424996,-9.9225,20230915-14:06:13.112,-0.8524077,-0.3622826,-1.8208114,86907,1,100
20230915-14:06:13.710,8.267179,-2.6479871,-5.1810527,20230915-14:06:13.668,0.44264823,0.13416128,-0.09743301,20230915-14:06:13.512,-43.2975,6.2325,-9.742499,20230915-14:06:13.123,-0.9423259,-0.31438485,-1.8528525,86907,1,100
20230915-14:06:13.720,9.293094,-3.690662,-3.66672,20230915-14:06:13.688,0.4450917,0.37789652,-0.02107485,20230915-14:06:13.524,-43.2975,6.2325,-9.742499,20230915-14:06:13.140,-1.1767651,-0.181615,-1.8896663,86907,1,100
20230915-14:06:13.729,10.682928,-4.583699,-1.8171991,20230915-14:06:13.700,0.49518263,0.45242208,-0.025350908,20230915-14:06:13.540,-43.425,6.4275,-9.742499,20230915-14:06:13.151,-0.9263292,-0.2673309,-1.7449322,86907,1,100
20230915-14:06:13.750,13.579912,-5.1379566,-0.39743748,20230915-14:06:13.719,0.45608726,0.33880115,0.019242255,20230915-14:06:13.551,-43.665,6.375,-9.6075,20230915-14:06:13.161,-0.74005705,-0.34087977,-1.7156038,86907,1,100
20230915-14:06:13.760,14.220361,-5.0242324,-2.9173348,20230915-14:06:13.728,0.35773796,0.24228443,0.03573562,20230915-14:06:13.571,-43.1475,5.5575,-10.4325,20230915-14:06:13.172,-0.6702857,-0.36149967,-1.6871516,86907,1,100
20230915-14:06:13.769,14.4933,-3.5936968,-5.768829,20230915-14:06:13.739,0.32230777,0.21784982,0.08827003,20230915-14:06:13.580,-43.1475,5.5575,-10.4325,20230915-14:06:13.189,-0.64940757,-0.22237661,-1.5809014,86907,1,100
20230915-14:06:13.780,14.642938,-2.3834279,-7.037756,20230915-14:06:13.759,0.83665633,0.5263368,0.5323691,20230915-14:06:13.591,-43.2225,5.7525,-11.1449995,20230915-14:06:13.200,-0.66001755,-0.06756991,-1.461715,86907,1,100
20230915-14:06:13.790,14.25388,-1.7645266,-6.254852,20230915-14:06:13.768,1.087722,0.33330336,0.9599747,20230915-14:06:13.611,-43.657497,5.8125,-11.205,20230915-14:06:13.211,-2.7724764,0.08663338,-1.3717452,86907,1,100
20230915-14:06:13.800,12.452243,-0.46686932,-4.131195,20230915-14:06:13.779,1.0504591,-0.10529789,1.239751,20230915-14:06:13.620,-43.657497,5.8125,-11.205,20230915-14:06:13.222,3.0192811,0.18324395,-1.3510866,86907,1,100
20230915-14:06:13.809,10.948685,0.6991069,-1.697489,20230915-14:06:13.799,-0.094913185,-0.91102916,0.89888823,20230915-14:06:13.631,-43.4775,5.79,-11.46,20230915-14:06:13.239,-2.9268513,0.25766388,-1.4059526,86907,1,100
20230915-14:06:13.820,10.534488,1.2138603,0.8798691,20230915-14:06:13.820,-1.0851258,-1.5261705,0.33322698,20230915-14:06:13.640,-43.4775,5.79,-11.46,20230915-14:06:13.249,-2.2171154,0.22476357,-1.5660406,86907,1,100
20230915-14:06:13.831,9.919178,1.3299791,2.2278047,20230915-14:06:13.839,-0.8792642,-1.1602622,-0.19272798,20230915-14:06:13.652,-43.425,5.3775,-11.2575,20230915-14:06:13.259,-1.6780676,0.12554035,-1.7741655,86907,1,100
20230915-14:06:13.849,9.536105,0.9911995,-0.34715924,20230915-14:06:13.859,-0.04604397,-0.6709591,-0.28313604,20230915-14:06:13.672,-43.5225,5.3175,-11.505,20230915-14:06:13.271,-1.4731586,0.0212098,-1.9413917,86907,1,100
