tms_acc,x_acc,y_acc,z_acc,tms_gyr,x_gyr,y_gyr,z_gyr,tms_mag,x_mag,y_mag,z_mag,tms_ori,yaw,pitch,roll,blockID,testID,freq
20230915-14:06:11.320,1.2689269,0.5374983,-9.624691,20230915-14:06:11.348,-0.11262828,-0.14683673,0.08399397,20230915-14:06:11.172,-27.0075,3.4575,28.8,20230915-14:06:11.031,-1.3490591,-0.030407976,-2.9507904,86907,1,100
20230915-14:06:11.339,1.2294226,0.62847793,-9.514558,20230915-14:06:11.359,-0.10896309,-0.115071744,0.086437434,20230915-14:06:11.182,-27.0075,3.4575,28.8,20230915-14:06:11.041,-1.337555,-0.03883177,-2.9557962,86907,1,100
20230915-14:06:11.350,1.1731589,0.7445967,-9.544485,20230915-14:06:11.368,-0.12118039,-0.051541757,0.08032878,20230915-14:06:11.200,-26.9025,3.24,25.5225,20230915-14:06:11.051,-1.3474058,-0.0360334,-2.9582157,86907,1,100
20230915-14:06:11.360,1.2162545,0.6991069,-9.53012,20230915-14:06:11.379,-0.12545645,-0.0020616702,0.082161374,20230915-14:06:11.211,-26.5725,3.4275,24.8475,20230915-14:06:11.061,-1.3589909,-0.026051886,-2.9464524,86907,1,100
20230915-14:06:11.379,1.0223241,0.5686229,-9.576807,20230915-14:06:11.399,-0.11323915,0.04192063,0.083383106,20230915-14:06:11.220,-26.5725,3.4275,24.8475,20230915-14:06:11.072,-1.3471338,-0.03943063,-2.969262,86907,1,100
20230915-14:06:11.399,1.0319009,0.60573304,-9.531317,20230915-14:06:11.420,-0.11018482,0.10667235,0.08277224,20230915-14:06:11.232,-26.88,3.6975,23.76,20230915-14:06:11.089,-1.339,-0.04580896,-2.9733548,86907,1,100
20230915-14:06:11.408,0.9911995,0.581791,-9.548077,20230915-14:06:11.438,-0.13034338,0.19097175,0.082161374,20230915-14:06:11.252,-26.805,3.57,30.9525,20230915-14:06:11.099,-1.3573197,-0.040698662,-2.9634438,86907,1,100
20230915-14:06:11.420,1.0163386,0.61770403,-9.629479,20230915-14:06:11.448,-0.1511128,0.22029328,0.058337633,20230915-14:06:11.272,-26.609999,3.2549999,30.6075,20230915-14:06:11.109,-1.3624954,-0.038331278,-2.969381,86907,1,100
20230915-14:06:11.438,1.282095,0.8295909,-9.787497,20230915-14:06:11.468,-0.1877647,0.29787317,0.05955936,20230915-14:06:11.281,-26.609999,3.2549999,30.6075,20230915-14:06:11.119,-1.3665527,-0.039162613,-2.973919,86907,1,100
20230915-14:06:11.448,1.198298,0.81402856,-9.736021,20230915-14:06:11.488,-0.25495988,0.38705948,0.08032878,20230915-14:06:11.292,-26.3025,3.33,31.38,20230915-14:06:11.129,-1.3680096,-0.03691377,-2.968509,86907,1,100
20230915-14:06:11.460,1.3024458,0.8331822,-9.688137,20230915-14:06:11.497,-0.2671772,0.4377613,0.07666359,20230915-14:06:11.312,-26.227499,2.7675,31.1775,20230915-14:06:11.139,-1.3434099,-0.03997013,-2.964858,86907,1,100
20230915-14:06:11.470,1.2785037,0.7314286,-9.574412,20230915-14:06:11.508,-0.2476295,0.48601967,0.094989546,20230915-14:06:11.321,-26.227499,2.7675,31.1775,20230915-14:06:11.149,-1.3419509,-0.041468017,-2.9667568,86907,1,100
20230915-14:06:11.488,1.578976,0.81163436,-9.537302,20230915-14:06:11.528,-0.22319488,0.73158747,0.13652839,20230915-14:06:11.340,-26.137499,2.9025,31.342499,20230915-14:06:11.160,-1.342673,-0.040891986,-2.9559212,86907,1,100
20230915-14:06:11.499,1.0354922,0.59735334,-9.208099,20230915-14:06:11.548,-0.24640776,0.9007972,0.15974127,20230915-14:06:11.352,-26.474998,3.48,31.064999,20230915-14:06:11.170,-1.334035,-0.04489828,-2.949311,86907,1,100
20230915-14:06:11.510,0.93972415,0.49559975,-8.841787,20230915-14:06:11.558,-0.22075143,0.9600511,0.14752395,20230915-14:06:11.361,-26.474998,3.48,31.064999,20230915-14:06:11.182,-1.3358941,-0.047939196,-2.9524598,86907,1,100
20230915-14:06:11.528,1.2006922,0.59974754,-9.526528,20230915-14:06:11.568,-0.22319488,0.9899835,0.16707164,20230915-14:06:11.372,-26.2125,2.8049998,31.0275,20230915-14:06:11.199,-1.3641579,-0.045158476,-2.961188,86907,1,100
20230915-14:06:11.548,1.8303672,0.9636662,-9.331401,20230915-14:06:11.587,-0.2512947,0.996703,0.17256944,20230915-14:06:11.392,-26.115,2.895,30.9,20230915-14:06:11.209,-1.3688052,-0.036435343,-2.9391215,86907,1,100
20230915-14:06:11.558,1.6567876,0.9756372,-9.775525,20230915-14:06:11.599,-0.2561816,0.98143137,0.19456059,20230915-14:06:11.412,-26.13,3.2849998,31.005,20230915-14:06:11.220,-1.363358,-0.037100166,-2.9533143,86907,1,100
20230915-14:06:11.568,1.7082629,1.0857705,-10.024523,20230915-14:06:11.619,-0.27450758,0.9600511,0.18112154,20230915-14:06:11.422,-26.13,3.2849998,31.005,20230915-14:06:11.232,-1.3626128,-0.03372492,-2.9553294,86907,1,100
20230915-14:06:11.577,1.7669208,0.9840169,-9.982624,20230915-14:06:11.638,-0.30138564,0.92584264,0.15607607,20230915-14:06:11.432,-26.227499,3.0449998,31.65,20230915-14:06:11.251,-1.346223,-0.048088163,-2.958797,86907,1,100
20230915-14:06:11.588,1.4293385,0.78529817,-9.937134,20230915-14:06:11.648,-0.31360295,0.88491464,0.16340645,20230915-14:06:11.452,-26.3025,2.655,31.297499,20230915-14:06:11.261,-1.3660998,-0.030281443,-3.0010664,86907,1,100
20230915-14:06:11.599,1.9536686,1.0989386,-9.76116,20230915-14:06:11.657,-0.31910074,0.84154326,0.19761491,20230915-14:06:11.462,-26.3025,2.655,31.297499,20230915-14:06:11.272,-1.2867978,-0.07350132,-2.9415822,86907,1,100
20230915-14:06:11.619,2.1799207,1.2808979,-9.750386,20230915-14:06:11.668,-0.33620495,0.8055022,0.17012598,20230915-14:06:11.480,-26.414999,2.97,31.3275,20230915-14:06:11.282,-1.3309991,-0.057489865,-2.981446,86907,1,100
20230915-14:06:11.638,2.043451,1.2545617,-9.921572,20230915-14:06:11.678,-0.36735907,0.779235,0.16829337,20230915-14:06:11.492,-26.564999,3.2175,30.869999,20230915-14:06:11.292,-1.3159052,-0.06213903,-2.9858387,86907,1,100
20230915-14:06:11.648,1.6819267,0.8439561,-10.022128,20230915-14:06:11.688,-0.41439572,0.76701766,0.16523905,20230915-14:06:11.512,-26.6775,2.28,31.4025,20230915-14:06:11.310,-1.3221164,-0.060018886,-2.992335,86907,1,100
20230915-14:06:11.659,2.967613,1.7286136,-10.28549,20230915-14:06:11.697,-0.4712062,0.7920632,0.15974127,20230915-14:06:11.534,-26.67,2.235,30.494999,20230915-14:06:11.320,-1.3613235,-0.055310182,-3.0105078,86907,1,100
20230915-14:06:11.670,2.492364,1.1336545,-10.520123,20230915-14:06:11.708,-0.526184,0.81771946,0.1255328,20230915-14:06:11.550,-27.0675,2.73,30.5175,20230915-14:06:11.331,-1.3522636,-0.05606141,-3.0088751,86907,1,100
20230915-14:06:11.688,2.7629087,1.1791444,-10.720038,20230915-14:06:11.727,-0.6007096,0.8629235,0.09010262,20230915-14:06:11.560,-27.0675,2.73,30.5175,20230915-14:06:11.341,-1.3400096,-0.065416254,-3.01309,86907,1,100
20230915-14:06:11.699,3.1783028,1.541866,-10.675745,20230915-14:06:11.736,-0.58788145,0.8775843,0.08582657,20230915-14:06:11.569,-27.1875,2.235,27.2775,20230915-14:06:11.352,-1.3059391,-0.07727639,-3.0192912,86907,1,100
20230915-14:06:11.718,3.301604,1.6196774,-10.657789,20230915-14:06:11.747,-0.5438991,0.8812495,0.106595986,20230915-14:06:11.580,-27.1875,2.235,27.2775,20230915-14:06:11.362,-1.3103609,-0.07263939,-3.0146568,86907,1,100
20230915-14:06:11.728,3.5924997,1.7345991,-10.784681,20230915-14:06:11.756,-0.49258646,0.8812495,0.12308934,20230915-14:06:11.591,-27.99,2.8274999,29.22,20230915-14:06:11.372,-1.3551189,-0.0629766,-3.027015,86907,1,100
20230915-14:06:11.737,3.821146,1.5586253,-10.809821,20230915-14:06:11.767,-0.44371724,0.910571,0.12492194,20230915-14:06:11.600,-27.99,2.8274999,29.22,20230915-14:06:11.388,-1.3582315,-0.06221023,-3.0324914,86907,1,100
20230915-14:06:11.748,4.0533834,1.4137762,-10.882844,20230915-14:06:11.776,-0.40523273,0.98387486,0.11575896,20230915-14:06:11.611,-28.244999,2.1375,29.55,20230915-14:06:11.399,-1.35326,-0.063098796,-3.0337484,86907,1,100
20230915-14:06:11.758,4.344279,1.5167267,-10.741586,20230915-14:06:11.787,-0.372246,1.0742829,0.116980694,20230915-14:06:11.620,-28.244999,2.1375,29.55,20230915-14:06:11.409,-1.3584566,-0.060533054,-3.0381517,86907,1,100
20230915-14:06:11.768,4.655525,1.7932571,-10.474632,20230915-14:06:11.796,-0.33437237,1.1707996,0.12186762,20230915-14:06:11.631,-28.7775,2.5275,29.22,20230915-14:06:11.420,-1.336899,-0.06370654,-3.0364375,86907,1,100
20230915-14:06:11.777,4.938041,1.934515,-10.119094,20230915-14:06:11.807,-0.3215442,1.245936,0.10842858,20230915-14:06:11.640,-28.7775,2.5275,29.22,20230915-14:06:11.432,-1.3398197,-0.067177825,-3.0346706,86907,1,100
20230915-14:06:11.788,5.145139,1.910573,-9.915586,20230915-14:06:11.816,-0.3093269,1.2795336,0.09865474,20230915-14:06:11.652,-28.965,2.31,28.994999,20230915-14:06:11.448,-1.310752,-0.0827941,-3.0191298,86907,1,100
20230915-14:06:11.798,5.081693,2.681506,-10.075998,20230915-14:06:11.827,-0.28183794,1.3131312,0.10170906,20230915-14:06:11.672,-29.4075,2.5125,28.845,20230915-14:06:11.460,-1.3214042,-0.08502796,-3.0079567,86907,1,100
20230915-14:06:11.808,5.269638,2.8562827,-10.292673,20230915-14:06:11.836,-0.25190556,1.3467288,0.09743301,20230915-14:06:11.681,-29.4075,2.5125,28.845,20230915-14:06:11.470,-1.3356924,-0.07557774,-3.0088446,86907,1,100
20230915-14:06:11.817,5.529409,2.6060886,-10.380061,20230915-14:06:11.847,-0.22686008,1.3766612,0.09621128,20230915-14:06:11.692,-29.76,2.34,21.217499,20230915-14:06:11.481,-1.3601116,-0.053395297,-3.0201907,86907,1,100
20230915-14:06:11.828,5.6215854,2.4732103,-10.395624,20230915-14:06:11.856,-0.209145,1.3980415,0.09865474,20230915-14:06:11.711,-29.8725,2.3025,28.2375,20230915-14:06:11.492,-1.2894508,-0.08376175,-2.9775229,86907,1,100
20230915-14:06:11.838,5.315128,2.3223755,-10.181343,20230915-14:06:11.867,-0.18471038,1.4133132,0.101098195,20230915-14:06:11.729,-30.262499,2.385,24.9975,20230915-14:06:11.510,-1.3549341,-0.055680454,-3.035708,86907,1,100
20230915-14:06:11.848,5.2720323,2.1583729,-9.983821,20230915-14:06:11.876,-0.15661058,1.4194218,0.101098195,20230915-14:06:11.740,-30.262499,2.385,24.9975,20230915-14:06:11.521,-1.3929738,-0.055680454,-3.035708,86907,1,100
20230915-14:06:11.857,5.4899044,2.0242975,-9.860519,20230915-14:06:11.887,-0.13156511,1.4243087,0.102319926,20230915-14:06:11.750,-30.84,1.5899999,23.887499,20230915-14:06:11.534,-1.38211,-0.06238033,-3.016217,86907,1,100
20230915-14:06:11.868,5.6299653,2.1092918,-9.800665,20230915-14:06:11.896,-0.110795684,1.4200326,0.09987647,20230915-14:06:11.760,-30.84,1.5899999,23.887499,20230915-14:06:11.548,-1.2944154,-0.10099539,-2.9479003,86907,1,100
20230915-14:06:11.878,5.6778493,2.1284454,-9.654618,20230915-14:06:11.907,-0.103465304,1.4017067,0.09315695,20230915-14:06:11.769,-31.3725,1.77,24.314999,20230915-14:06:11.558,-1.2951343,-0.09808505,-2.9737048,86907,1,100
20230915-14:06:11.888,5.825093,2.12246,-9.452309,20230915-14:06:11.918,-0.09735665,1.3858242,0.09193522,20230915-14:06:11.780,-31.3725,1.77,24.314999,20230915-14:06:11.568,-1.2825607,-0.10636926,-2.9728055,86907,1,100
20230915-14:06:11.897,5.9005103,2.1380222,-9.251195,20230915-14:06:11.936,-0.09246973,1.3473396,0.09437868,20230915-14:06:11.790,-31.904999,2.0175,19.717499,20230915-14:06:11.578,-1.335545,-0.096761115,-2.9664075,86907,1,100
20230915-14:06:11.908,5.90889,2.1152773,-8.917204,20230915-14:06:11.947,-0.09246973,1.3497831,0.10048734,20230915-14:06:11.800,-31.904999,2.0175,19.717499,20230915-14:06:11.588,-1.372141,-0.07806264,-2.9987345,86907,1,100
20230915-14:06:11.918,5.935226,2.0326772,-8.617929,20230915-14:06:11.956,-0.093080595,1.3375658,0.10415252,20230915-14:06:11.809,-32.1525,1.2524999,21.9075,20230915-14:06:11.599,-1.2774936,-0.10994818,-2.9440556,86907,1,100
20230915-14:06:11.928,6.041768,1.9045875,-8.394072,20230915-14:06:11.967,-0.07964156,1.3082442,0.10781772,20230915-14:06:11.820,-32.1525,1.2524999,21.9075,20230915-14:06:11.611,-1.323845,-0.10644681,-2.96885,86907,1,100
20230915-14:06:11.937,6.1423244,1.8590976,-8.186973,20230915-14:06:11.976,-0.057039544,1.2679272,0.11026118,20230915-14:06:11.830,-33.2925,1.5,20.564999,20230915-14:06:11.621,-1.269126,-0.12750833,-2.921637,86907,1,100
20230915-14:06:11.948,6.2524576,1.816002,-8.2516165,20230915-14:06:11.987,-0.042378776,1.2208905,0.113926366,20230915-14:06:11.840,-33.2925,1.5,20.564999,20230915-14:06:11.631,-1.2172619,-0.14462914,-2.8906975,86907,1,100
20230915-14:06:11.958,6.3230867,1.8195933,-8.139089,20230915-14:06:11.996,-0.027718011,1.1799626,0.1151481,20230915-14:06:11.849,-33.8325,1.4925,19.2825,20230915-14:06:11.641,-1.2772012,-0.123220906,-2.9384725,86907,1,100
20230915-14:06:11.968,6.2704144,1.8447324,-7.9032598,20230915-14:06:12.007,-0.010002919,1.1396455,0.112704635,20230915-14:06:11.860,-33.8325,1.4925,19.2825,20230915-14:06:11.652,-1.3608057,-0.08285778,-2.9753208,86907,1,100
20230915-14:06:11.977,6.2105594,1.6795325,-7.9248075,20230915-14:06:12.016,0.016264288,1.1042153,0.110872045,20230915-14:06:11.870,-34.4775,0.9525,18.045,20230915-14:06:11.670,-1.3014163,-0.10447621,-2.9089677,86907,1,100
20230915-14:06:11.988,6.197391,1.6196774,-7.764396,20230915-14:06:12.027,0.04925101,1.0700068,0.10903945,20230915-14:06:11.880,-34.4775,0.9525,18.045,20230915-14:06:11.682,-1.2901499,-0.103666246,-2.8906035,86907,1,100
20230915-14:06:11.998,6.206968,1.5765818,-7.7093296,20230915-14:06:12.036,0.089568116,1.0419071,0.113926366,20230915-14:06:11.889,-35.6025,1.62,17.73,20230915-14:06:11.692,-1.3496034,-0.10611355,-2.8893492,86907,1,100
20230915-14:06:12.008,6.1806316,1.448492,-7.60997,20230915-14:06:12.047,0.13355042,1.0180833,0.122478485,20230915-14:06:11.900,-35.6025,1.62,17.73,20230915-14:06:11.708,-1.3065536,-0.1357321,-2.8651571,86907,1,100
20230915-14:06:12.017,6.244078,1.4173675,-7.513005,20230915-14:06:12.056,0.16959146,1.0046443,0.13103059,20230915-14:06:11.910,-35.032497,0.35999998,20.752499,20230915-14:06:11.718,-1.2182826,-0.14415835,-2.8411849,86907,1,100
20230915-14:06:12.028,6.233304,1.3754689,-7.369353,20230915-14:06:12.067,0.20135646,1.0046443,0.129198,20230915-14:06:11.920,-35.032497,0.35999998,20.752499,20230915-14:06:11.728,-1.1914151,-0.15142743,-2.820042,86907,1,100
20230915-14:06:12.038,6.2488666,1.3922282,-7.217321,20230915-14:06:12.076,0.21968241,1.0248028,0.12186762,20230915-14:06:11.929,-36.315,1.4775,19.7025,20230915-14:06:11.738,-1.2418071,-0.13511443,-2.8018136,86907,1,100
20230915-14:06:12.048,6.289568,1.3024458,-7.147889,20230915-14:06:12.087,0.23373231,1.0254136,0.10720685,20230915-14:06:11.940,-36.315,1.4775,19.7025,20230915-14:06:11.748,-1.2522546,-0.1211427,-2.785054,86907,1,100
20230915-14:06:12.057,6.3793507,1.2725182,-6.968324,20230915-14:06:12.096,0.25389087,0.996703,0.083383106,20230915-14:06:11.950,-37.1025,1.6274999,19.3125,20230915-14:06:11.758,-1.276473,-0.13016096,-2.7572684,86907,1,100
20230915-14:06:12.068,6.5002575,1.3096284,-6.8210807,20230915-14:06:12.107,0.2777146,0.9686032,0.06566802,20230915-14:06:11.960,-37.1025,1.6274999,19.3125,20230915-14:06:11.768,-1.2143607,-0.15518594,-2.7233577,86907,1,100
20230915-14:06:12.078,6.6774287,1.2785037,-6.885724,20230915-14:06:12.116,0.30031663,0.9392817,0.04734206,20230915-14:06:11.969,-37.469997,1.92,17.865,20230915-14:06:11.778,-1.1533918,-0.17014793,-2.6875973,86907,1,100
20230915-14:06:12.088,6.915652,1.376666,-6.908469,20230915-14:06:12.127,0.31436652,0.91362536,0.03756821,20230915-14:06:11.980,-37.469997,1.92,17.865,20230915-14:06:11.788,-1.1317042,-0.16939074,-2.6629443,86907,1,100
20230915-14:06:12.097,6.8689647,1.3706805,-6.727707,20230915-14:06:12.136,0.31497738,0.9038515,0.026572637,20230915-14:06:11.990,-37.89,1.6574999,17.3475,20230915-14:06:11.798,-1.1256689,-0.23329204,-2.6744819,86907,1,100
20230915-14:06:12.108,6.969521,1.4413095,-6.611588,20230915-14:06:12.148,0.2990949,0.90996015,0.013133603,20230915-14:06:12.000,-37.89,1.6574999,17.3475,20230915-14:06:11.808,-1.1093172,-0.24216667,-2.6684074,86907,1,100
20230915-14:06:12.118,6.7863646,1.3742718,-6.719327,20230915-14:06:12.158,0.28015807,0.92401004,-0.008857546,20230915-14:06:12.009,-38.94,2.3025,5.8575,20230915-14:06:11.818,-1.1233249,-0.2180647,-2.6521323,86907,1,100
20230915-14:06:12.128,6.879739,1.4532804,-6.6642604,20230915-14:06:12.168,0.26610819,0.9301187,-0.033292156,20230915-14:06:12.020,-38.94,2.3025,5.8575,20230915-14:06:11.828,-1.1355239,-0.20629321,-2.6458676,86907,1,100
20230915-14:06:12.137,6.921637,1.4736311,-6.670246,20230915-14:06:12.179,0.2496148,0.90934926,-0.056505036,20230915-14:06:12.030,-39.2625,2.3174999,3.9675,20230915-14:06:11.838,-1.1843268,-0.19951537,-2.6604643,86907,1,100
20230915-14:06:12.148,7.1466923,1.5155296,-6.597223,20230915-14:06:12.188,0.23800837,0.8580366,-0.06383542,20230915-14:06:12.040,-39.2625,2.3174999,3.9675,20230915-14:06:11.848,-1.1958561,-0.18889137,-2.6557517,86907,1,100
20230915-14:06:12.159,7.1873937,1.5610195,-6.5840545,20230915-14:06:12.199,0.2447279,0.80061525,-0.064446285,20230915-14:06:12.049,-39.795,2.7975,3.1725,20230915-14:06:11.858,-1.2215503,-0.17747977,-2.633577,86907,1,100
20230915-14:06:12.180,7.3226657,1.4089876,-6.7839704,20230915-14:06:12.208,0.26427558,0.7578547,-0.061391957,20230915-14:06:12.060,-39.795,2.7975,3.1725,20230915-14:06:11.868,-1.2019917,-0.1844972,-2.620174,86907,1,100
20230915-14:06:12.199,7.6267295,1.0235212,-6.528988,20230915-14:06:12.228,0.34307718,0.670501,-0.042455133,20230915-14:06:12.070,-40.1025,1.8675,13.3875,20230915-14:06:11.878,-1.2383479,-0.18779328,-2.6099715,86907,1,100
20230915-14:06:12.209,7.53575,0.7218518,-6.682217,20230915-14:06:12.238,0.38583776,0.6802748,-0.029626964,20230915-14:06:12.080,-40.1025,1.8675,13.3875,20230915-14:06:11.888,-1.2226695,-0.18888128,-2.589302,86907,1,100
20230915-14:06:12.228,7.5704656,0.6572084,-5.9747305,20230915-14:06:12.248,0.42676574,0.85314965,-0.03268129,20230915-14:06:12.089,-40.267498,2.61,11.61,20230915-14:06:11.898,-1.1937675,-0.19243766,-2.5738342,86907,1,100
20230915-14:06:12.239,7.943961,0.78050977,-5.3007627,20230915-14:06:12.259,0.4285983,0.9179014,0.0070249503,20230915-14:06:12.100,-40.267498,2.61,11.61,20230915-14:06:11.908,-1.1766101,-0.19522154,-2.5563834,86907,1,100
20230915-14:06:12.248,7.2209125,0.34596214,-6.172252,20230915-14:06:12.278,0.45303294,1.0113637,0.034513887,20230915-14:06:12.110,-40.3575,2.6174998,10.29,20230915-14:06:11.918,-1.1618971,-0.19186455,-2.5384862,86907,1,100
20230915-14:06:12.260,7.574057,0.33039984,-5.801151,20230915-14:06:12.288,0.4909066,1.0083095,0.04062254,20230915-14:06:12.120,-40.3575,2.6174998,10.29,20230915-14:06:11.928,-1.159656,-0.18211454,-2.5177236,86907,1,100
20230915-14:06:12.279,7.788338,0.17836803,-5.925649,20230915-14:06:12.299,0.49884784,0.9576076,0.0571159,20230915-14:06:12.129,-41.3775,3.54,10.92,20230915-14:06:11.938,-1.1281221,-0.17968263,-2.497928,86907,1,100
20230915-14:06:12.300,7.81228,-0.12689269,-6.567295,20230915-14:06:12.308,0.5135086,0.85376054,0.064446285,20230915-14:06:12.140,-41.3775,3.54,10.92,20230915-14:06:11.948,-1.1340173,-0.17364353,-2.4931657,86907,1,100
20230915-14:06:12.310,8.771158,0.47524905,-6.4978633,20230915-14:06:12.328,0.56909734,0.5965863,-0.011301007,20230915-14:06:12.151,-41.219997,2.8049998,9.78,20230915-14:06:11.958,-1.1309938,-0.17474557,-2.4811099,86907,1,100
20230915-14:06:12.320,7.690176,0.25498247,-6.4020953,20230915-14:06:12.337,0.62407523,0.57398427,-0.035124753,20230915-14:06:12.160,-41.219997,2.8049998,9.78,20230915-14:06:11.968,-1.1100092,-0.18085538,-2.4708915,86907,1,100
20230915-14:06:12.339,7.1826053,0.16759412,-5.6706667,20230915-14:06:12.350,0.63934684,0.5990297,-0.022907447,20230915-14:06:12.172,-42.09,3.885,8.1375,20230915-14:06:11.978,-1.1616341,-0.16528957,-2.476879,86907,1,100
20230915-14:06:12.351,7.1107793,0.11372458,-5.386954,20230915-14:06:12.368,0.5611561,0.66561407,0.061391957,20230915-14:06:12.191,-41.6175,3.4125,8.79,20230915-14:06:11.988,-1.1599339,-0.16161434,-2.467962,86907,1,100
20230915-14:06:12.368,7.3442135,0.25857377,-5.6586957,20230915-14:06:12.379,0.44936773,0.69860077,0.03756821,20230915-14:06:12.200,-41.6175,3.4125,8.79,20230915-14:06:11.998,-1.1881306,-0.15796404,-2.463735,86907,1,100
20230915-14:06:12.379,7.145495,0.25617957,-4.9524064,20230915-14:06:12.388,0.39622247,0.7920632,-0.009468411,20230915-14:06:12.211,-42.532497,3.3225,6.9375,20230915-14:06:12.008,-1.2039256,-0.1466888,-2.4594715,86907,1,100
20230915-14:06:12.388,7.0305734,0.090979666,-4.4125137,20230915-14:06:12.399,0.402942,0.9056841,-0.05467244,20230915-14:06:12.220,-42.532497,3.3225,6.9375,20230915-14:06:12.018,-1.3276744,-0.14408258,-2.4481723,86907,1,100
20230915-14:06:12.399,7.1502833,0.09696517,-3.954024,20230915-14:06:12.420,0.4695263,1.0944414,-0.116980694,20230915-14:06:12.232,-42.6,2.4524999,7.0575,20230915-14:06:12.028,-1.3268613,-0.14155275,-2.4395177,86907,1,100
20230915-14:06:12.408,7.001843,-0.30286652,-3.9109285,20230915-14:06:12.438,0.51839554,1.1988994,-0.1414153,20230915-14:06:12.251,-42.337498,3.3,6.48,20230915-14:06:12.038,-1.3375499,-0.14481373,-2.4279883,86907,1,100
20230915-14:06:12.420,7.029376,-0.44651863,-3.857059,20230915-14:06:12.448,0.5464953,1.2966379,-0.14996742,20230915-14:06:12.262,-42.337498,3.3,6.48,20230915-14:06:12.048,-1.3433701,-0.13595214,-2.4199831,86907,1,100
20230915-14:06:12.439,6.731298,-0.30765492,-3.4943373,20230915-14:06:12.457,0.53488886,1.3583353,-0.13103059,20230915-14:06:12.280,-42.3675,2.7375,5.2425,20230915-14:06:12.058,-1.330342,-0.13388902,-2.4002914,86907,1,100
20230915-14:06:12.448,6.7480574,-0.439336,-3.6355953,20230915-14:06:12.468,0.4628068,1.2941943,-0.102319926,20230915-14:06:12.291,-42.3075,3.0225,3.7724998,20230915-14:06:12.068,-1.3183526,-0.13810703,-2.3802733,86907,1,100
20230915-14:06:12.460,6.757634,-0.59855044,-4.0581717,20230915-14:06:12.478,0.35895967,1.1842387,-0.10293079,20230915-14:06:12.300,-42.3075,3.0225,3.7724998,20230915-14:06:12.078,-1.2343309,-0.13251123,-2.3715508,86907,1,100
20230915-14:06:12.470,7.145495,-0.5638345,-4.0617633,20230915-14:06:12.488,0.20502165,1.1109349,-0.10720685,20230915-14:06:12.311,-43.004997,4.125,-7.575,20230915-14:06:12.088,-1.2097596,-0.13991332,-2.355675,86907,1,100
20230915-14:06:12.488,7.7823524,-0.45609543,-4.274847,20230915-14:06:12.499,0.00038179077,1.0296897,-0.11759156,20230915-14:06:12.320,-43.004997,4.125,-7.575,20230915-14:06:12.098,-1.1973444,-0.14160503,-2.3458056,86907,1,100
20230915-14:06:12.500,8.14268,-0.3184288,-4.392163,20230915-14:06:12.518,-0.35880697,0.724868,-0.18845193,20230915-14:06:12.331,-43.3425,4.3275,-8.46,20230915-14:06:12.108,-1.1732044,-0.14892203,-2.3298454,86907,1,100
20230915-14:06:12.519,8.483853,-0.4405331,-4.1611223,20230915-14:06:12.528,-0.44921502,0.5031239,-0.19517145,20230915-14:06:12.340,-43.3425,4.3275,-8.46,20230915-14:06:12.118,-1.2203382,-0.1429204,-2.3512309,86907,1,100
20230915-14:06:12.528,8.433576,-0.30166942,-3.5793316,20230915-14:06:12.548,-0.40523273,0.17081319,-0.07849618,20230915-14:06:12.352,-43.5075,4.2149997,-8.6475,20230915-14:06:12.128,-1.2013868,-0.15057841,-2.3402863,86907,1,100
20230915-14:06:12.540,8.39048,-0.025139118,-2.992752,20230915-14:06:12.568,-0.1474476,-0.025885414,0.099265605,20230915-14:06:12.371,-43.6125,4.605,1.935,20230915-14:06:12.138,-1.1567502,-0.15211843,-2.3377008,86907,1,100
20230915-14:06:12.558,8.560468,1.0570401,-2.4265234,20230915-14:06:12.577,-0.03504839,-0.065591656,0.13713925,20230915-14:06:12.380,-43.6125,4.605,1.935,20230915-14:06:12.149,-1.1355573,-0.15457661,-2.3162367,86907,1,100
20230915-14:06:12.568,9.032125,1.9129672,-2.56419,20230915-14:06:12.596,-0.03688099,-0.075976364,0.058948494,20230915-14:06:12.391,-43.32,3.8774998,0.78,20230915-14:06:12.159,-1.175002,-0.15880166,-2.3124115,86907,1,100
20230915-14:06:12.588,9.630676,3.0909145,-3.8175547,20230915-14:06:12.607,-0.14133894,-0.10590876,0.00580322,20230915-14:06:12.401,-43.32,3.8774998,0.78,20230915-14:06:12.172,-1.1595236,-0.15935804,-2.3047235,86907,1,100
20230915-14:06:12.598,9.7084875,3.3865983,-3.8738184,20230915-14:06:12.616,-0.2842814,-0.091248,-0.05955936,20230915-14:06:12.420,-43.934998,4.785,-0.6825,20230915-14:06:12.189,-1.2041383,-0.11799244,-2.285195,86907,1,100
20230915-14:06:12.608,9.61272,3.5877113,-3.632004,20230915-14:06:12.627,-0.46265405,-0.04176791,-0.14202617,20230915-14:06:12.431,-43.9875,3.6374998,-1.14,20230915-14:06:12.199,-1.2321304,-0.10159683,-2.278802,86907,1,100
20230915-14:06:12.617,9.332599,3.5110967,-3.6739025,20230915-14:06:12.636,-0.6550766,0.093844175,-0.20189096,20230915-14:06:12.440,-43.9875,3.6374998,-1.14,20230915-14:06:12.210,-1.2908834,-0.071548805,-2.2962344,86907,1,100
